"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Unspecified renal failure"	"N19"	19	922921	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Other specified disorders of kidney and ureter"	"N28.8"	10	922921	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Urinary tract infection, site not specified"	"N39.0"	31	922921	3.4
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Other lack of expected normal physiological development"	"R62.8"	28	922921	3.0
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	13	922921	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Unspecified fall"	"W19"	51	922921	5.5
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	42	922921	4.6
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	75	922921	8.1
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	34	922921	3.7
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	23	922921	2.5
	"Edgar County, IL"	"17045"	"2016"	"2016"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	11	17566	Unreliable
	"Edgar County, IL"	"17045"	"2016"	"2016"	"Atherosclerotic heart disease"	"I25.1"	17	17566	Unreliable
	"Edgar County, IL"	"17045"	"2016"	"2016"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	12	17566	Unreliable
	"Edgar County, IL"	"17045"	"2017"	"2017"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	12	17328	Unreliable
	"Edgar County, IL"	"17045"	"2017"	"2017"	"Hyperlipidaemia, unspecified"	"E78.5"	11	17328	Unreliable
	"Edgar County, IL"	"17045"	"2017"	"2017"	"Unspecified dementia"	"F03"	11	17328	Unreliable
	"Edgar County, IL"	"17045"	"2017"	"2017"	"Atherosclerotic heart disease"	"I25.1"	11	17328	Unreliable
	"Edgar County, IL"	"17045"	"2017"	"2017"	"Congestive heart failure"	"I50.0"	15	17328	Unreliable
	"Edgar County, IL"	"17045"	"2017"	"2017"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	18	17328	Unreliable
	"Edgar County, IL"	"17045"	"2018"	"2018"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	10	17360	Unreliable
	"Edgar County, IL"	"17045"	"2018"	"2018"	"Unspecified dementia"	"F03"	14	17360	Unreliable
	"Edgar County, IL"	"17045"	"2018"	"2018"	"Atherosclerotic heart disease"	"I25.1"	15	17360	Unreliable
	"Edgar County, IL"	"17045"	"2018"	"2018"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	17	17360	Unreliable
	"Edgar County, IL"	"17045"	"2019"	"2019"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	11	17161	Unreliable
	"Edgar County, IL"	"17045"	"2019"	"2019"	"Atherosclerotic heart disease"	"I25.1"	18	17161	Unreliable
	"Edwards County, IL"	"17047"	"2017"	"2017"	"Acute myocardial infarction, unspecified"	"I21.9"	12	6486	Unreliable
	"Effingham County, IL"	"17049"	"2016"	"2016"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	16	34386	Unreliable
	"Effingham County, IL"	"17049"	"2016"	"2016"	"Unspecified dementia"	"F03"	14	34386	Unreliable
	"Effingham County, IL"	"17049"	"2016"	"2016"	"Alzheimer disease, unspecified"	"G30.9"	13	34386	Unreliable
	"Effingham County, IL"	"17049"	"2016"	"2016"	"Atherosclerotic heart disease"	"I25.1"	14	34386	Unreliable
	"Effingham County, IL"	"17049"	"2016"	"2016"	"Stroke, not specified as haemorrhage or infarction"	"I64"	10	34386	Unreliable
	"Effingham County, IL"	"17049"	"2016"	"2016"	"Pneumonia, unspecified"	"J18.9"	11	34386	Unreliable
	"Effingham County, IL"	"17049"	"2016"	"2016"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	13	34386	Unreliable
	"Effingham County, IL"	"17049"	"2017"	"2017"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	16	34132	Unreliable
	"Effingham County, IL"	"17049"	"2017"	"2017"	"Unspecified dementia"	"F03"	16	34132	Unreliable
	"Effingham County, IL"	"17049"	"2017"	"2017"	"Alzheimer disease, unspecified"	"G30.9"	21	34132	61.5
	"Effingham County, IL"	"17049"	"2017"	"2017"	"Atherosclerotic heart disease"	"I25.1"	28	34132	82.0
	"Effingham County, IL"	"17049"	"2017"	"2017"	"Congestive heart failure"	"I50.0"	16	34132	Unreliable
	"Effingham County, IL"	"17049"	"2017"	"2017"	"Stroke, not specified as haemorrhage or infarction"	"I64"	13	34132	Unreliable
	"Effingham County, IL"	"17049"	"2017"	"2017"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	16	34132	Unreliable
	"Effingham County, IL"	"17049"	"2018"	"2018"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	13	34208	Unreliable
	"Effingham County, IL"	"17049"	"2018"	"2018"	"Unspecified dementia"	"F03"	16	34208	Unreliable
	"Effingham County, IL"	"17049"	"2018"	"2018"	"Alzheimer disease, unspecified"	"G30.9"	25	34208	73.1
	"Effingham County, IL"	"17049"	"2018"	"2018"	"Atherosclerotic heart disease"	"I25.1"	21	34208	61.4
	"Effingham County, IL"	"17049"	"2018"	"2018"	"Congestive heart failure"	"I50.0"	12	34208	Unreliable
	"Effingham County, IL"	"17049"	"2018"	"2018"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	31	34208	90.6
	"Effingham County, IL"	"17049"	"2019"	"2019"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	13	34008	Unreliable
	"Effingham County, IL"	"17049"	"2019"	"2019"	"Unspecified dementia"	"F03"	14	34008	Unreliable
	"Effingham County, IL"	"17049"	"2019"	"2019"	"Alzheimer disease, unspecified"	"G30.9"	21	34008	61.8
	"Effingham County, IL"	"17049"	"2019"	"2019"	"Essential (primary) hypertension"	"I10"	10	34008	Unreliable
	"Effingham County, IL"	"17049"	"2019"	"2019"	"Atherosclerotic heart disease"	"I25.1"	20	34008	58.8
	"Effingham County, IL"	"17049"	"2019"	"2019"	"Congestive heart failure"	"I50.0"	14	34008	Unreliable
	"Effingham County, IL"	"17049"	"2019"	"2019"	"Stroke, not specified as haemorrhage or infarction"	"I64"	10	34008	Unreliable
	"Effingham County, IL"	"17049"	"2019"	"2019"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	25	34008	73.5
	"Fayette County, IL"	"17051"	"2016"	"2016"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	19	21789	Unreliable
	"Fayette County, IL"	"17051"	"2016"	"2016"	"Acute myocardial infarction, unspecified"	"I21.9"	19	21789	Unreliable
	"Fayette County, IL"	"17051"	"2016"	"2016"	"Atherosclerotic heart disease"	"I25.1"	13	21789	Unreliable
	"Fayette County, IL"	"17051"	"2017"	"2017"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	16	21784	Unreliable
	"Fayette County, IL"	"17051"	"2017"	"2017"	"Alzheimer disease, unspecified"	"G30.9"	11	21784	Unreliable
	"Fayette County, IL"	"17051"	"2017"	"2017"	"Congestive heart failure"	"I50.0"	11	21784	Unreliable
	"Fayette County, IL"	"17051"	"2017"	"2017"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	11	21784	Unreliable
	"Fayette County, IL"	"17051"	"2018"	"2018"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	10	21416	Unreliable
	"Fayette County, IL"	"17051"	"2018"	"2018"	"Alzheimer disease, unspecified"	"G30.9"	11	21416	Unreliable
	"Fayette County, IL"	"17051"	"2018"	"2018"	"Acute myocardial infarction, unspecified"	"I21.9"	14	21416	Unreliable
	"Fayette County, IL"	"17051"	"2018"	"2018"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	13	21416	Unreliable
	"Fayette County, IL"	"17051"	"2019"	"2019"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	15	21336	Unreliable
	"Fayette County, IL"	"17051"	"2019"	"2019"	"Alzheimer disease, unspecified"	"G30.9"	16	21336	Unreliable
	"Fayette County, IL"	"17051"	"2019"	"2019"	"Acute myocardial infarction, unspecified"	"I21.9"	16	21336	Unreliable
	"Fayette County, IL"	"17051"	"2019"	"2019"	"Atherosclerotic heart disease"	"I25.1"	11	21336	Unreliable
	"Fayette County, IL"	"17051"	"2019"	"2019"	"Congestive heart failure"	"I50.0"	10	21336	Unreliable
	"Fayette County, IL"	"17051"	"2019"	"2019"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	14	21336	Unreliable
	"Ford County, IL"	"17053"	"2016"	"2016"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	13	13575	Unreliable
	"Ford County, IL"	"17053"	"2016"	"2016"	"Unspecified dementia"	"F03"	15	13575	Unreliable
	"Ford County, IL"	"17053"	"2016"	"2016"	"Alzheimer disease, unspecified"	"G30.9"	26	13575	191.5
	"Ford County, IL"	"17053"	"2016"	"2016"	"Congestive heart failure"	"I50.0"	10	13575	Unreliable
	"Ford County, IL"	"17053"	"2016"	"2016"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	13	13575	Unreliable
	"Ford County, IL"	"17053"	"2017"	"2017"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	10	13280	Unreliable
	"Ford County, IL"	"17053"	"2017"	"2017"	"Alzheimer disease, unspecified"	"G30.9"	20	13280	150.6
	"Ford County, IL"	"17053"	"2017"	"2017"	"Acute myocardial infarction, unspecified"	"I21.9"	13	13280	Unreliable
	"Ford County, IL"	"17053"	"2017"	"2017"	"Atherosclerotic heart disease"	"I25.1"	14	13280	Unreliable
	"Ford County, IL"	"17053"	"2017"	"2017"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	11	13280	Unreliable
	"Ford County, IL"	"17053"	"2018"	"2018"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	11	13264	Unreliable
	"Ford County, IL"	"17053"	"2018"	"2018"	"Unspecified dementia"	"F03"	15	13264	Unreliable
	"Ford County, IL"	"17053"	"2018"	"2018"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	17	13264	Unreliable
	"Ford County, IL"	"17053"	"2019"	"2019"	"Unspecified dementia"	"F03"	12	12961	Unreliable
	"Ford County, IL"	"17053"	"2019"	"2019"	"Atherosclerotic heart disease"	"I25.1"	12	12961	Unreliable
	"Ford County, IL"	"17053"	"2019"	"2019"	"Congestive heart failure"	"I50.0"	13	12961	Unreliable
	"Ford County, IL"	"17053"	"2019"	"2019"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	10	12961	Unreliable
	"Franklin County, IL"	"17055"	"2016"	"2016"	"Septicaemia, unspecified"	"A41.9"	19	39156	Unreliable
	"Franklin County, IL"	"17055"	"2016"	"2016"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	28	39156	71.5
	"Franklin County, IL"	"17055"	"2016"	"2016"	"Unspecified dementia"	"F03"	17	39156	Unreliable
	"Franklin County, IL"	"17055"	"2016"	"2016"	"Parkinson disease"	"G20"	11	39156	Unreliable
	"Franklin County, IL"	"17055"	"2016"	"2016"	"Alzheimer disease, unspecified"	"G30.9"	21	39156	53.6
	"Franklin County, IL"	"17055"	"2016"	"2016"	"Acute myocardial infarction, unspecified"	"I21.9"	20	39156	51.1
	"Franklin County, IL"	"17055"	"2016"	"2016"	"Atherosclerotic heart disease"	"I25.1"	35	39156	89.4
	"Franklin County, IL"	"17055"	"2016"	"2016"	"Stroke, not specified as haemorrhage or infarction"	"I64"	10	39156	Unreliable
	"Franklin County, IL"	"17055"	"2016"	"2016"	"Pneumonia, unspecified"	"J18.9"	10	39156	Unreliable
	"Franklin County, IL"	"17055"	"2016"	"2016"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	34	39156	86.8
	"Franklin County, IL"	"17055"	"2017"	"2017"	"Septicaemia, unspecified"	"A41.9"	12	39041	Unreliable
	"Franklin County, IL"	"17055"	"2017"	"2017"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	37	39041	94.8
	"Franklin County, IL"	"17055"	"2017"	"2017"	"Alzheimer disease, unspecified"	"G30.9"	30	39041	76.8
	"Franklin County, IL"	"17055"	"2017"	"2017"	"Acute myocardial infarction, unspecified"	"I21.9"	23	39041	58.9
	"Franklin County, IL"	"17055"	"2017"	"2017"	"Atherosclerotic heart disease"	"I25.1"	32	39041	82.0
	"Franklin County, IL"	"17055"	"2017"	"2017"	"Atrial fibrillation and flutter"	"I48"	11	39041	Unreliable
	"Franklin County, IL"	"17055"	"2017"	"2017"	"Congestive heart failure"	"I50.0"	11	39041	Unreliable
	"Franklin County, IL"	"17055"	"2017"	"2017"	"Stroke, not specified as haemorrhage or infarction"	"I64"	13	39041	Unreliable
	"Franklin County, IL"	"17055"	"2017"	"2017"	"Pneumonia, unspecified"	"J18.9"	11	39041	Unreliable
	"Franklin County, IL"	"17055"	"2017"	"2017"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	29	39041	74.3
	"Franklin County, IL"	"17055"	"2018"	"2018"	"Septicaemia, unspecified"	"A41.9"	20	38701	51.7
	"Franklin County, IL"	"17055"	"2018"	"2018"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	24	38701	62.0
	"Franklin County, IL"	"17055"	"2018"	"2018"	"Unspecified dementia"	"F03"	17	38701	Unreliable
	"Franklin County, IL"	"17055"	"2018"	"2018"	"Alzheimer disease, unspecified"	"G30.9"	26	38701	67.2
	"Franklin County, IL"	"17055"	"2018"	"2018"	"Acute myocardial infarction, unspecified"	"I21.9"	18	38701	Unreliable
	"Franklin County, IL"	"17055"	"2018"	"2018"	"Atherosclerotic heart disease"	"I25.1"	31	38701	80.1
	"Franklin County, IL"	"17055"	"2018"	"2018"	"Congestive heart failure"	"I50.0"	11	38701	Unreliable
	"Franklin County, IL"	"17055"	"2018"	"2018"	"Pneumonia, unspecified"	"J18.9"	16	38701	Unreliable
	"Franklin County, IL"	"17055"	"2018"	"2018"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	31	38701	80.1
	"Franklin County, IL"	"17055"	"2019"	"2019"	"Septicaemia, unspecified"	"A41.9"	10	38469	Unreliable
	"Franklin County, IL"	"17055"	"2019"	"2019"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	24	38469	62.4
	"Franklin County, IL"	"17055"	"2019"	"2019"	"Unspecified dementia"	"F03"	21	38469	54.6
	"Franklin County, IL"	"17055"	"2019"	"2019"	"Alzheimer disease, unspecified"	"G30.9"	21	38469	54.6
	"Franklin County, IL"	"17055"	"2019"	"2019"	"Acute myocardial infarction, unspecified"	"I21.9"	19	38469	Unreliable
	"Franklin County, IL"	"17055"	"2019"	"2019"	"Atherosclerotic heart disease"	"I25.1"	29	38469	75.4
	"Franklin County, IL"	"17055"	"2019"	"2019"	"Congestive heart failure"	"I50.0"	11	38469	Unreliable
	"Franklin County, IL"	"17055"	"2019"	"2019"	"Stroke, not specified as haemorrhage or infarction"	"I64"	16	38469	Unreliable
	"Franklin County, IL"	"17055"	"2019"	"2019"	"Pneumonia, unspecified"	"J18.9"	10	38469	Unreliable
	"Franklin County, IL"	"17055"	"2019"	"2019"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	14	38469	Unreliable
	"Franklin County, IL"	"17055"	"2019"	"2019"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	33	38469	85.8
	"Fulton County, IL"	"17057"	"2016"	"2016"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	22	35536	61.9
	"Fulton County, IL"	"17057"	"2016"	"2016"	"Unspecified dementia"	"F03"	40	35536	112.6
	"Fulton County, IL"	"17057"	"2016"	"2016"	"Alzheimer disease, unspecified"	"G30.9"	21	35536	59.1
	"Fulton County, IL"	"17057"	"2016"	"2016"	"Acute myocardial infarction, unspecified"	"I21.9"	43	35536	121.0
	"Fulton County, IL"	"17057"	"2016"	"2016"	"Atherosclerotic heart disease"	"I25.1"	14	35536	Unreliable
	"Fulton County, IL"	"17057"	"2016"	"2016"	"Congestive heart failure"	"I50.0"	13	35536	Unreliable
	"Fulton County, IL"	"17057"	"2016"	"2016"	"Stroke, not specified as haemorrhage or infarction"	"I64"	12	35536	Unreliable
	"Fulton County, IL"	"17057"	"2016"	"2016"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	29	35536	81.6
	"Fulton County, IL"	"17057"	"2017"	"2017"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	29	35110	82.6
	"Fulton County, IL"	"17057"	"2017"	"2017"	"Unspecified dementia"	"F03"	28	35110	79.7
	"Fulton County, IL"	"17057"	"2017"	"2017"	"Alzheimer disease, unspecified"	"G30.9"	25	35110	71.2
	"Fulton County, IL"	"17057"	"2017"	"2017"	"Acute myocardial infarction, unspecified"	"I21.9"	40	35110	113.9
	"Fulton County, IL"	"17057"	"2017"	"2017"	"Atherosclerotic heart disease"	"I25.1"	17	35110	Unreliable
	"Fulton County, IL"	"17057"	"2017"	"2017"	"Congestive heart failure"	"I50.0"	13	35110	Unreliable
	"Fulton County, IL"	"17057"	"2017"	"2017"	"Pneumonia, unspecified"	"J18.9"	10	35110	Unreliable
	"Fulton County, IL"	"17057"	"2017"	"2017"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	25	35110	71.2
	"Fulton County, IL"	"17057"	"2018"	"2018"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	10	34844	Unreliable
	"Fulton County, IL"	"17057"	"2018"	"2018"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	29	34844	83.2
	"Fulton County, IL"	"17057"	"2018"	"2018"	"Malignant neoplasm without specification of site"	"C80"	10	34844	Unreliable
	"Fulton County, IL"	"17057"	"2018"	"2018"	"Unspecified dementia"	"F03"	47	34844	134.9
	"Fulton County, IL"	"17057"	"2018"	"2018"	"Alzheimer disease, unspecified"	"G30.9"	25	34844	71.7
	"Fulton County, IL"	"17057"	"2018"	"2018"	"Acute myocardial infarction, unspecified"	"I21.9"	38	34844	109.1
	"Fulton County, IL"	"17057"	"2018"	"2018"	"Atherosclerotic heart disease"	"I25.1"	17	34844	Unreliable
	"Fulton County, IL"	"17057"	"2018"	"2018"	"Congestive heart failure"	"I50.0"	18	34844	Unreliable
	"Fulton County, IL"	"17057"	"2018"	"2018"	"Stroke, not specified as haemorrhage or infarction"	"I64"	10	34844	Unreliable
	"Fulton County, IL"	"17057"	"2018"	"2018"	"Pneumonia, unspecified"	"J18.9"	10	34844	Unreliable
	"Fulton County, IL"	"17057"	"2018"	"2018"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	26	34844	74.6
	"Fulton County, IL"	"17057"	"2019"	"2019"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	13	34340	Unreliable
	"Fulton County, IL"	"17057"	"2019"	"2019"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	33	34340	96.1
	"Fulton County, IL"	"17057"	"2019"	"2019"	"Unspecified dementia"	"F03"	46	34340	134.0
	"Fulton County, IL"	"17057"	"2019"	"2019"	"Alzheimer disease, unspecified"	"G30.9"	29	34340	84.4
	"Fulton County, IL"	"17057"	"2019"	"2019"	"Acute myocardial infarction, unspecified"	"I21.9"	39	34340	113.6
	"Fulton County, IL"	"17057"	"2019"	"2019"	"Atherosclerotic heart disease"	"I25.1"	11	34340	Unreliable
	"Fulton County, IL"	"17057"	"2019"	"2019"	"Atrial fibrillation and flutter"	"I48"	10	34340	Unreliable
	"Fulton County, IL"	"17057"	"2019"	"2019"	"Cardiac arrhythmia, unspecified"	"I49.9"	12	34340	Unreliable
	"Fulton County, IL"	"17057"	"2019"	"2019"	"Congestive heart failure"	"I50.0"	13	34340	Unreliable
	"Fulton County, IL"	"17057"	"2019"	"2019"	"Pneumonia, unspecified"	"J18.9"	10	34340	Unreliable
	"Fulton County, IL"	"17057"	"2019"	"2019"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	23	34340	67.0
	"Gallatin County, IL"	"17059"	"2016"	"2016"	"Acute myocardial infarction, unspecified"	"I21.9"	12	5212	Unreliable
	"Greene County, IL"	"17061"	"2016"	"2016"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	13	13093	Unreliable
	"Greene County, IL"	"17061"	"2016"	"2016"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	15	13093	Unreliable
	"Greene County, IL"	"17061"	"2017"	"2017"	"Acute myocardial infarction, unspecified"	"I21.9"	11	13174	Unreliable
	"Greene County, IL"	"17061"	"2017"	"2017"	"Atherosclerotic heart disease"	"I25.1"	12	13174	Unreliable
	"Greene County, IL"	"17061"	"2018"	"2018"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	10	13044	Unreliable
	"Greene County, IL"	"17061"	"2018"	"2018"	"Alzheimer disease, unspecified"	"G30.9"	10	13044	Unreliable
	"Greene County, IL"	"17061"	"2018"	"2018"	"Acute myocardial infarction, unspecified"	"I21.9"	10	13044	Unreliable
	"Greene County, IL"	"17061"	"2019"	"2019"	"Acute myocardial infarction, unspecified"	"I21.9"	13	12969	Unreliable
	"Greene County, IL"	"17061"	"2019"	"2019"	"Atherosclerotic heart disease"	"I25.1"	10	12969	Unreliable
	"Grundy County, IL"	"17063"	"2016"	"2016"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	29	50437	57.5
	"Grundy County, IL"	"17063"	"2016"	"2016"	"Unspecified dementia"	"F03"	22	50437	43.6
	"Grundy County, IL"	"17063"	"2016"	"2016"	"Alzheimer disease, unspecified"	"G30.9"	11	50437	Unreliable
	"Grundy County, IL"	"17063"	"2016"	"2016"	"Acute myocardial infarction, unspecified"	"I21.9"	21	50437	41.6
	"Grundy County, IL"	"17063"	"2016"	"2016"	"Atherosclerotic heart disease"	"I25.1"	28	50437	55.5
	"Grundy County, IL"	"17063"	"2016"	"2016"	"Stroke, not specified as haemorrhage or infarction"	"I64"	12	50437	Unreliable
	"Grundy County, IL"	"17063"	"2016"	"2016"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	24	50437	47.6
	"Grundy County, IL"	"17063"	"2017"	"2017"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	10	50586	Unreliable
	"Grundy County, IL"	"17063"	"2017"	"2017"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	25	50586	49.4
